"geo","geo_name","sect_perf","sect_perf_names","unit","unit_name","rnd_act","rnd_act_name","year","value","value_note","interpolated_flag"
"RS","Serbia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2014,27018750,"",TRUE
"RS","Serbia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2015,22873000,"",FALSE
"RS","Serbia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2016,26445000,"",FALSE
"RS","Serbia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2017,40964000,"",FALSE
"RS","Serbia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2018,59703000,"",FALSE
"RS","Serbia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2019,45882000,"",FALSE
"RS","Serbia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2020,66584000,"",FALSE
"RS","Serbia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2021,57123000,"",FALSE
"RS","Serbia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2022,69964000,"",FALSE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2000,NA,"",FALSE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2001,NA,"",FALSE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2002,NA,"",FALSE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2003,NA,"",FALSE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2004,NA,"",FALSE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2005,NA,"",FALSE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2006,NA,"",FALSE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2007,NA,"",FALSE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2008,NA,"",FALSE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2009,NA,"",FALSE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2010,NA,"",FALSE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2011,NA,"",FALSE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2012,NA,"",FALSE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2013,66320000,"Estimated",FALSE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2014,77818001,"",TRUE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2015,85370000,"",FALSE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2016,89182500,"",TRUE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2017,92995000,"",FALSE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2018,107143500,"",TRUE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2019,121292000,"Break",FALSE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2020,119708703,"",TRUE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2021,114844000,"",FALSE
"SE","Sweden","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2022,NA,"",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2000,14466000,"",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2001,12195000,"",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2002,12052000,"",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2003,10179000,"",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2004,9722000,"",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2005,16054000,"",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2006,14292000,"",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2007,29003000,"",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2008,27853000,"",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2009,23973000,"",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2010,26049000,"",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2011,32217000,"Break",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2012,35969000,"",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2013,77926000,"",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2014,34985000,"Break",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2015,34259000,"",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2016,34024000,"",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2017,34474000,"",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2018,31898000,"",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2019,37716000,"",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2020,39081000,"",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2021,40939000,"",FALSE
"SI","Slovenia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2022,NA,"",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2000,1141000,"Estimated",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2001,1371000,"Difference in Methodology",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2002,935000,"Difference in Methodology",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2003,2766000,"Difference in Methodology",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2004,8292000,"Difference in Methodology",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2005,3658000,"Difference in Methodology",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2006,1792000,"Difference in Methodology",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2007,1795000,"Difference in Methodology",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2008,2079000,"Difference in Methodology",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2009,1845000,"Difference in Methodology",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2010,2479000,"Difference in Methodology",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2011,4040000,"Difference in Methodology",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2012,12065000,"Difference in Methodology",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2013,1238000,"Difference in Methodology",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2014,14585000,"Difference in Methodology",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2015,71821000,"",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2016,21491000,"",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2017,44794000,"",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2018,31604000,"",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2019,14412000,"",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2020,24378000,"",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2021,31151000,"",FALSE
"SK","Slovakia","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2022,NA,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2000,NA,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2001,NA,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2002,NA,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2003,87075000,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2004,95407000,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2005,120868000,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2006,117500000,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2007,134132000,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2008,196601000,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2009,238529000,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2010,252022000,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2011,231320000,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2012,219347000,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2013,263579000,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2014,294090000,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2015,306328000,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2016,299195000,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2017,424488000,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2018,296549000,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2019,385922000,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2020,393012000,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2021,376153000,"",FALSE
"TR","Türkiye","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2022,358565000,"",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2000,NA,"",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2001,NA,"",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2002,346018000,"Estimated",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2003,457304000,"Estimated",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2004,368283000,"Estimated",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2005,402916000,"Estimated",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2006,396980000,"Estimated",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2007,381721000,"Estimated",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2008,379565000,"Estimated",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2009,377189000,"Estimated",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2010,394806000,"Estimated",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2011,297321000,"Estimated",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2012,327413000,"Estimated",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2013,357569000,"Estimated",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2014,370556000,"Estimated",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2015,243574000,"Estimated",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2016,253266000,"Estimated",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2017,291795000,"Estimated",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2018,374537000,"Estimated",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2019,NA,"",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2020,NA,"",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2021,NA,"",FALSE
"UK","United Kingdom","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2022,NA,"",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2000,11828559000,"Difference in Methodology",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2001,13004023000,"",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2002,13497374000,"",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2003,14384152000,"",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2004,14726927000,"",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2005,15374222000,"",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2006,16352181000,"",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2007,18081217000,"",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2008,18021074000,"",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2009,17625320000,"",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2010,18728200000,"",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2011,20974316000,"Provisional Value",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2012,19101534000,"Difference in Methodology",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2013,18632444000,"Difference in Methodology",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2014,18779633000,"Difference in Methodology",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2015,17940788000,"Difference in Methodology",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2016,15938746000,"Difference in Methodology",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2017,NA,"",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2018,NA,"",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2019,NA,"",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2020,NA,"",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2021,NA,"",FALSE
"US","United States","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2022,NA,"",FALSE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2000,137684000,"",TRUE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2001,139355500,"",TRUE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2002,141027000,"",FALSE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2003,133140500,"",TRUE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2004,125254000,"",FALSE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2005,125690000,"",TRUE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2006,126126000,"",FALSE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2007,127438000,"",FALSE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2008,133635000,"",TRUE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2009,139832000,"",FALSE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2010,142794500,"",TRUE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2011,145757000,"",FALSE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2012,148895000,"",TRUE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2013,152033000,"",FALSE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2014,152577000,"",TRUE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2015,153121000,"",FALSE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2016,159444500,"",TRUE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2017,165768000,"",FALSE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2018,168168500,"",TRUE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2019,170569000,"",FALSE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2020,178522000,"",TRUE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2021,186475000,"",FALSE
"AT","Austria","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2022,NA,"",FALSE
"BA","Bosnia and Herzegovina","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2000,NA,"",FALSE
"BA","Bosnia and Herzegovina","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2001,NA,"",FALSE
"BA","Bosnia and Herzegovina","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2002,NA,"",FALSE
"BA","Bosnia and Herzegovina","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2003,NA,"",FALSE
"BA","Bosnia and Herzegovina","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2004,NA,"",FALSE
"BA","Bosnia and Herzegovina","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2005,NA,"",FALSE
"BA","Bosnia and Herzegovina","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2006,NA,"",FALSE
"BA","Bosnia and Herzegovina","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2007,NA,"",FALSE
"BA","Bosnia and Herzegovina","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2008,NA,"",FALSE
"BA","Bosnia and Herzegovina","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2009,NA,"",FALSE
"BA","Bosnia and Herzegovina","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2010,NA,"",FALSE
"BA","Bosnia and Herzegovina","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2011,NA,"",FALSE
"BA","Bosnia and Herzegovina","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2012,NA,"",FALSE
"BA","Bosnia and Herzegovina","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2013,NA,"",FALSE
"BA","Bosnia and Herzegovina","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2014,NA,"",FALSE
"BA","Bosnia and Herzegovina","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2015,NA,"",FALSE
"BA","Bosnia and Herzegovina","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2016,NA,"",FALSE
"BA","Bosnia and Herzegovina","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2017,NA,"",FALSE
"BA","Bosnia and Herzegovina","HES","Higher Education","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","EDEV","Experimental development",2018,NA,"",FALSE
